control_id,framework,framework_version,part_number,part_title,section_number,section_title,subsection,paragraph,legal_reference,legal_requirement,requirement_id,control_title,control_description,plain_language_question,why_this_matters,implementation_guidance,expected_state,response_type,answer_options,required,applicability,applicability_question,role_scope,evidence_required,evidence_examples,evidence_strength,evidence_review_frequency,risk_category,default_risk_level,risk_rationale,remediation_guidance,suggested_task,suggested_task_priority,control_status,version,source_type,regulatory_status,notes
PDPA-030-006,Personal Data Protection Act,2022,IV,"Collection, Use, Disclosure and Retention of Personal Data",30,Prohibition on processing of sensitive personal data,30(5),(e),Section 30(5)(e),"Subsection (1) shall not apply where the processing is necessary for the purposes of scientific research and the Commission has, by special guidelines, specified the circumstances under which such processing may be carried out.",REQ-030-5,Scientific research exception conditional on Commission guidelines,"Reliance on the scientific research exception is conditional on the Commission having issued special guidelines specifying the circumstances, and on the processing falling within them.","If you process sensitive personal data for scientific research without consent, have you confirmed that the Commission has issued guidelines covering it and that you fall within them?","This exception is not self-executing. On the wording of the Act it depends on the Commission having issued special guidelines, so the exception cannot be assumed to be available.","Confirm the existence and terms of any Commission special guidelines before relying on this limb. If none exist, do not rely on it - seek consent or another exception, or take legal advice.","A documented confirmation of the applicable Commission guidelines, or a decision not to rely on this exception.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you process sensitive personal data for scientific research purposes without consent?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Commission Guidelines Reference | Research Ethics Approval | Legal Assessment Note,STRONG,ANNUAL,SENSITIVE_DATA,HIGH,"DataGuard default risk classification: High. If no guidelines exist, reliance on this limb leaves the processing inside the section 30(1) prohibition.",Confirm the position with the Commission or with counsel before relying on the research exception.,Confirm the availability of the section 30(5)(e) scientific research exception,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,REGULATORY_DETAIL_PENDING,REGULATORY_DETAIL_PENDING. OPEN_QUESTION: whether the Commission has issued the special guidelines referred to in section 30(5)(e) is outside the Act and must be verified. DataGuard must not presume they exist.
PDPA-030-007,Personal Data Protection Act,2022,IV,"Collection, Use, Disclosure and Retention of Personal Data",30,Prohibition on processing of sensitive personal data,30(5),(f),Section 30(5)(f),"Subsection (1) shall not apply where the processing is necessary for the purposes of medical reasons in the interest of the data subject, and the sensitive personal data concerned is processed under the supervision of a health professional in accordance with the law governing such health care services.",REQ-030-5,Medical processing supervised by a health professional,Sensitive personal data processed for medical reasons without consent is processed under the supervision of a health professional in accordance with the law governing health care services.,"Where you process health-related sensitive data for medical reasons without consent, is that processing supervised by a recognised health professional?","The exception has two limbs: the medical purpose in the interest of the data subject, and supervision by a health professional. Both must hold.",Record the supervising health professional and the basis of their recognition under the relevant law. Health professional is defined in section 3 as a person providing health care services and recognised as such by the relevant law.,A record of the supervising health professional for each medical processing activity relying on this exception.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you process sensitive personal data for medical reasons without the consent of the data subject?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Health Professional Supervision Record | Professional Registration Evidence | Clinical Governance Policy,STRONG,ANNUAL,SENSITIVE_DATA,HIGH,DataGuard default risk classification: High. Without the supervision limb the exception fails and the processing falls back inside the section 30(1) prohibition.,Identify the supervising health professional for each activity and record the basis of their recognition.,Record health professional supervision for medical sensitive data processing,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-030-008,Personal Data Protection Act,2022,IV,"Collection, Use, Disclosure and Retention of Personal Data",30,Prohibition on processing of sensitive personal data,30(3),,Section 30(3),"The Minister may, by regulations, determine circumstances in which the prohibition to process the personal data referred to in this section cannot be removed even with the data subject consent.",REQ-030-3,Monitoring of absolute prohibitions on sensitive data processing,"The organisation monitors for regulations made under section 30(3) that would prohibit certain sensitive data processing even with consent, and checks its processing against them.","Do you check whether any regulations forbid certain sensitive data processing outright, even where you have consent?","Section 30(3) allows for categories of processing that no consent can authorise. If such regulations are made, consent-based processing in those categories becomes unlawful overnight.","Add section 30(3) regulations to the regulatory monitoring list. Where regulations exist, check each sensitive processing activity against them and stop any that falls inside an absolute prohibition.","A regulatory monitoring record covering section 30(3), with an assessment against any regulations in force.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,false,CONDITIONAL,Do you process any sensitive personal data?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Regulatory Change Log | Legal Assessment Note | Sensitive Data Exception Register,MODERATE,ANNUAL,SENSITIVE_DATA,MEDIUM,"DataGuard default risk classification: Medium. The obligation is contingent on regulations that may not yet exist, but the consequence if they are made and missed is that consent-based processing becomes unlawful.",Add section 30(3) to the regulatory monitoring list with a named owner.,Monitor for regulations made under section 30(3),LOW,ACTIVE,1.0.0,ACT_EXPLICIT,REGULATORY_DETAIL_PENDING,REGULATORY_DETAIL_PENDING. The Act does not itself identify any such circumstance. DataGuard must not pre-populate any absolute prohibition.
PDPA-030-009,Personal Data Protection Act,2022,IV,"Collection, Use, Disclosure and Retention of Personal Data",30,Prohibition on processing of sensitive personal data,30(1),,Section 30 read with section 27(2)(b),Section 27(2)(b) requires the level of security to take into account the nature of the personal data to be protected and the potential risks to the data subject. Section 30 subjects sensitive personal data to a specific prohibition and consent regime.,REQ-030-1,Enhanced security and access restriction for sensitive personal data,"Sensitive personal data is subject to stricter access restrictions and stronger safeguards than other personal data, in proportion to its nature and the risk to data subjects.",Is access to sensitive personal data more tightly restricted than access to your ordinary personal data?,The Act treats sensitive data as a distinct category with its own regime. Applying identical controls to all data means the sensitive holdings are under-protected.,"Restrict access to sensitive holdings to named roles, log access, and apply stronger authentication and encryption. Review the access list on a defined cycle.","A documented enhanced control set applied to sensitive holdings, with periodic access reviews evidenced.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you process any sensitive personal data?,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Access Control Procedure | Access Review Records | Data Classification Policy | Encryption Standard,STRONG,QUARTERLY,SENSITIVE_DATA,CRITICAL,"DataGuard default risk classification: Critical. Exposure of sensitive personal data carries the highest potential harm to data subjects, which is itself an express section 27(2)(b) factor.","Define a sensitive data control tier, apply it to the flagged holdings, and start periodic access reviews.",Apply enhanced access restrictions to sensitive personal data holdings,CRITICAL,ACTIVE,1.0.0,ACT_DERIVED,NONE,ACT_DERIVED from sections 27(2)(b) and 30 read together. It adds no new legal obligation; it applies the existing security duty at the level the nature of the data requires.
PDPA-030-010,Personal Data Protection Act,2022,IV,"Collection, Use, Disclosure and Retention of Personal Data",30,Prohibition on processing of sensitive personal data,30(1),,Section 30 read with section 27(3),"Compliance with section 30 requires the controller to be able to show, for each sensitive processing activity, whether it rests on prior written consent or on a section 30(5) exception.",REQ-030-1,Documentation of sensitive personal data processing,"A consolidated record shows, for each sensitive processing activity, the data category, the legal footing relied on, the consent or exception evidence, and the responsible owner.",Do you keep a single record showing every use of sensitive personal data and what makes each one lawful?,"When the Commission asks about sensitive data, it will ask activity by activity. A consolidated record is the difference between answering in an hour and answering in a month.","Extend the processing register with a sensitive data view combining the flags from PDPA-030-001, the consent records, the section 30(5) exception entries and the owner. Have the data protection officer review it periodically.",A maintained sensitive processing record reviewed by the data protection officer at least annually.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you process any sensitive personal data?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Sensitive Data Inventory | Data Processing Register | DPO Report | Consent Record,MODERATE,ANNUAL,SENSITIVE_DATA,HIGH,"DataGuard default risk classification: High. Without this record the organisation cannot demonstrate the lawfulness of its sensitive processing, even where each individual activity happens to be lawful.",Build the consolidated sensitive processing view and assign it to the data protection officer for periodic review.,Maintain a consolidated record of all sensitive personal data processing,HIGH,ACTIVE,1.0.0,INTERPRETATION,NONE,INTERPRETATION. The Act does not expressly require a sensitive data register. DataGuard treats it as the practical means of demonstrating compliance with section 30 and of supporting the data protection officer function under section 27(3).
PDPA-031-001,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(2),,Sections 31 and 32 read with section 5(h),"Part V governs transborder flow, defined in section 3 as any international cross-border flows of personal data by means of electronic transmission or other means. Compliance requires the controller to know which transfers it makes.",REQ-031-2,Identification and inventory of international transfers,"All transborder flows of personal data are identified and recorded, including electronic transmission and any other means.","Have you listed every occasion on which personal data leaves Tanzania, by any means?","The statutory definition covers transfers by electronic transmission or other means. Cloud hosting, offshore support access, group reporting and even couriered paper all count.","Build a transfer inventory covering hosting and cloud services, offshore support and administration access, intra-group reporting, offshore backups and disaster recovery, and any physical movement of records. Record recipient, destination country, data categories and purpose for each.","A complete transfer inventory, reviewed at least annually and on any change of supplier or hosting arrangement.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Does any personal data you hold leave Tanzania by any means?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Transfer Inventory | Cloud Hosting Register | Data Flow Diagram | Processor Inventory,MODERATE,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,DataGuard default risk classification: High. Everything else in Part V depends on knowing which transfers exist. Undiscovered transfers are unassessed transfers.,"Interview IT and business owners, review supplier contracts and hosting arrangements, and build the inventory before assessing any individual transfer.",Build a complete inventory of transborder personal data flows,HIGH,ACTIVE,1.0.0,ACT_DERIVED,NONE,ACT_DERIVED. The Act does not expressly require a transfer inventory. It is the practical precondition for demonstrating compliance with sections 31 and 32.
PDPA-031-002,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(2),,Section 31(2),Personal data shall be transferred to a country that has a legal framework that provides for adequate data protection.,REQ-031-2,Destination country legal framework assessed,"For each destination, the organisation has assessed whether that country has a legal framework providing adequate data protection, and has recorded the assessment.","For each country you send personal data to, have you assessed whether its laws provide adequate data protection, and written that assessment down?",Section 31 applies to countries with an adequate legal framework and section 32 to those without. Which section governs a transfer depends on this assessment.,"Assess each destination country using the section 32(2) factors, which supply the statutory criteria for adequacy. Record the conclusion, the date and who made it. Reassess when the destination law changes.","A dated adequacy assessment per destination country, held with the transfer inventory.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,REQUIRED_BY_ACT,Transfer Assessment | Legal Assessment Note | External Counsel Advice,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. The adequacy conclusion determines which statutory route applies, and getting it wrong invalidates the basis for every transfer to that destination.","Commission a country-by-country assessment against the section 32(2) factors, starting with your highest-volume destinations.",Assess the data protection legal framework of each destination country,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"DataGuard must not hard-code any country as adequate or inadequate. The Act contains no list of adequate countries, and no adequacy decision is reproduced in it. Adequacy is assessed by the data controller under section 32(2), subject to the Commission powers under sections 31(1) and 32(5) and to any regulations under section 32(3)."
PDPA-031-003,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(2),(a)-(b),Section 31(2)(a)-(b),"A transfer to a country with an adequate legal framework requires that the recipient establishes either that the personal data is necessary for the performance of a task carried out in the public interest or pursuant to the lawful functions of a data controller, or that there is a necessity for the transfer and no reason to assume that the data subject legitimate interests might be prejudiced by the transfer or by the processing in the recipient country.",REQ-031-2,Recipient establishes the statutory ground for the transfer,"For each transfer under section 31, the recipient has established one of the two statutory grounds, and the organisation holds that record.","For each transfer, has the recipient shown you why the data is needed, and have you kept that in writing?","The Act puts the burden on the recipient to establish the ground. If the recipient has never been asked, the ground has not been established.","Ask the recipient to state in writing which ground applies and why. For the second ground, record the assessment that the data subject legitimate interests would not be prejudiced.","A written statement from each recipient establishing the ground, held with the transfer record.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data to a country you have assessed as having an adequate legal framework?,CONTROLLER,REQUIRED_BY_ACT,Recipient Necessity Statement | Transfer Assessment | Data Sharing Agreement,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. Without the recipient statement the transfer has no established ground, and the record cannot be reconstructed after the fact.",Request written necessity statements from existing recipients and build the request into the onboarding process for new ones.,Obtain written necessity statements from transfer recipients,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-031-004,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(3),,Section 31(3),"The data controller shall, notwithstanding subsection (2), be required to make a provisional evaluation of the necessity for the transfer of the personal data.",REQ-031-3,Controller provisional evaluation of transfer necessity,"Before transferring, the controller carries out and records its own provisional evaluation of whether the transfer is necessary, independently of the recipient statement.","Before you send personal data abroad, do you make and record your own judgement that the transfer is necessary?",The Act imposes this duty on the controller in addition to the recipient having to establish a ground. Relying only on what the recipient says does not discharge it.,"Complete a short provisional evaluation per transfer: what data, why it must go, whether a lesser alternative would work, and who decided. Do it before the transfer starts.","A dated provisional evaluation on file for every transfer, completed before the transfer began.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,REQUIRED_BY_ACT,Transfer Assessment | Provisional Necessity Evaluation | DPO Approval Record,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. This is an express, controller-specific duty that is separate from the recipient obligation and is frequently overlooked.","Create a provisional evaluation template and complete it retrospectively for live transfers, then make it a pre-transfer gate.",Complete a provisional necessity evaluation for every cross-border transfer,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"OPEN_QUESTION: the Act does not define what a provisional evaluation must contain, nor when it ceases to be provisional."
PDPA-031-005,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(4),,Section 31(4),The recipient shall ensure that the necessity for the transfer of the personal data can be subsequently verified.,REQ-031-4,Recipient maintains verifiable evidence of necessity,Transfer arrangements require the recipient to keep records that allow the necessity for the transfer to be verified later.,Have you required your overseas recipients to keep records that would let the necessity for the transfer be checked afterwards?,"The duty falls on the recipient, but you are the one who will be asked. A contractual record-keeping obligation is how you make it real.","Include a record-keeping and verification clause in the transfer agreement, with a right to request evidence. Note that this obligation is placed on the recipient by the Act.",A verification and record-keeping clause in every cross-border transfer agreement.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Data Sharing Agreement | Processor Agreement | Transfer Assessment,MODERATE,ANNUAL,CROSS_BORDER_TRANSFER,MEDIUM,"DataGuard default risk classification: Medium. The statutory duty is on the recipient, so the controller exposure is indirect, but without the clause the controller has no way to obtain the evidence.",Add a verification clause at the next contract renewal for each recipient.,Add a necessity verification clause to cross-border transfer agreements,MEDIUM,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"Section 31(4) imposes the duty on the recipient. DataGuard treats securing it contractually as the controller practical route, which is IMPLEMENTATION_GUIDANCE rather than a statutory duty on the controller."
PDPA-031-006,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(5),,Section 31(5),The data controller shall ensure that the recipient shall process the personal data for the purposes for which it was transferred.,REQ-031-5,Recipient processing limited to the transfer purpose,"The controller ensures, contractually and in practice, that the recipient processes the transferred data only for the purposes for which it was transferred.",Do you make sure your overseas recipients only use the data for the purpose you sent it for?,"The Act makes this the controller responsibility, not the recipient. Sending the data does not transfer the accountability.","State the permitted purposes explicitly in the transfer agreement, prohibit onward use and onward transfer without consent, and seek periodic confirmation of compliance.",Purpose limitation clauses in every transfer agreement plus periodic confirmation from the recipient.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,REQUIRED_BY_ACT,Data Sharing Agreement | Processor Agreement | Recipient Compliance Confirmation,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. The duty to ensure rests expressly on the controller, so recipient misuse is a controller failure.","Add explicit purpose limitation and onward transfer clauses, and introduce annual confirmation requests.",Bind recipients to the transfer purpose and obtain periodic confirmation,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-031-007,Personal Data Protection Act,2022,V,Transborder Data Flow,31,Transfer of personal data to state with adequate data protection,31(1),,Section 31(1),"The Commission may, subject to the provisions of this Act, prohibit the transfer of personal data to a place outside the country.",REQ-031-1,Compliance with Commission transfer prohibitions,The organisation monitors for and complies with any prohibition issued by the Commission on transfers to a place outside the country.,"Do you check whether the Commission has prohibited transfers to any of the places you send data to, and could you stop such a transfer quickly?",A prohibition can arrive at any time. Being able to identify and suspend the affected flows quickly is what turns a notice into a manageable event.,Add Commission announcements to the regulatory monitoring list. Ensure the transfer inventory is structured so affected flows can be identified and suspended by destination.,"Regulatory monitoring covers Commission transfer prohibitions, and the transfer inventory supports suspension by destination.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Regulatory Change Log | Transfer Inventory | Incident and Escalation Procedure,MODERATE,ANNUAL,CROSS_BORDER_TRANSFER,MEDIUM,"DataGuard default risk classification: Medium. A prohibition is a contingent event, but continuing a prohibited transfer would be a direct and serious contravention.",Add Commission transfer prohibitions to the regulatory monitoring list and confirm the inventory can be filtered by destination.,Monitor for and be able to act on Commission transfer prohibitions,MEDIUM,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-032-001,Personal Data Protection Act,2022,V,Transborder Data Flow,32,Transfer of personal data to state without adequate data protection,32(1),,Section 32(1),Personal data may be transferred to recipient states other than those referred to under section 31 if an adequate level of protection is ensured in the country of the recipient and the personal data is transferred solely to permit processing authorised to be undertaken by the controller.,REQ-032-1,Transfer solely to permit processing authorised to the controller,"Transfers under section 32(1) are limited to processing that the controller is itself authorised to undertake, and this limitation is documented and enforced.","Where you transfer data under section 32, is it only so the recipient can carry out processing you are yourself authorised to do?",A transfer cannot be used to have someone abroad do something you could not lawfully do yourself. This limit is easy to breach when a supplier offers an extra service.,Map the recipient processing operations back to the controller own authorised purposes. Reject any recipient activity that exceeds them.,A documented mapping of recipient processing to the controller authorised processing for each section 32 transfer.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data to a country not assessed under section 31 as having an adequate legal framework?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Transfer Assessment | Data Sharing Agreement | Data Processing Register,MODERATE,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,DataGuard default risk classification: High. Transfers that enable processing beyond the controller own authority breach both section 32(1) and the purpose limitation duties in sections 25 and 26.,Compare each recipient scope of processing against your own authorised purposes and narrow the contract where it exceeds them.,Map recipient processing to the controller authorised processing for section 32 transfers,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-032-002,Personal Data Protection Act,2022,V,Transborder Data Flow,32,Transfer of personal data to state without adequate data protection,32(2),(a)-(f),Section 32(2)(a)-(f),"The adequacy of the level of protection afforded by the relevant third country shall be assessed in the light of all the circumstances surrounding the transfer, the nature of the personal data, the purpose and duration of the proposed processing, the recipient country, the relevant laws in force in the third country, and the professional rules and security measures complied with in that country.",REQ-032-2,Adequacy assessment against the six statutory factors,Each destination country adequacy assessment addresses all six factors listed in section 32(2) and records the conclusion.,"Does your assessment of each destination country cover all six factors the Act lists, including the laws in force there and the security measures actually followed?","The Act enumerates the factors. An assessment that skips some of them is incomplete on the face of the section, whatever its conclusion.","Use an assessment template with one section per factor (a) to (f). Record the evidence considered, the conclusion and the date, and have the data protection officer approve it.","A completed six-factor assessment per destination country, approved and dated, reviewed at least annually.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,REQUIRED_BY_ACT,Transfer Assessment | Adequacy Assessment Template | External Counsel Advice | DPO Approval Record,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. The factors are enumerated in the Act, so an incomplete assessment is visibly deficient and cannot support the transfer.","Adopt a six-factor template and rework existing assessments against it, taking legal input on the third country laws factor.",Complete a six-factor adequacy assessment for each destination country,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"DataGuard must not pre-populate conclusions for any country. Factor (e), the relevant laws in force in the third country, generally requires legal input."
PDPA-032-003,Personal Data Protection Act,2022,V,Transborder Data Flow,32,Transfer of personal data to state without adequate data protection,32(3),,Section 32(3) read with section 64(2)(k),"The Minister shall, after consultation with the Commission and by regulations, specify categories of processing for which and the circumstances in which the transfer of personal data to countries outside the United Republic is not authorised.",REQ-032-3,Monitoring of prohibited transfer categories set by regulations,"The organisation monitors for regulations specifying categories of processing and circumstances in which transfers are not authorised, and checks its transfers against them.",Do you check whether regulations forbid transferring certain categories of data or in certain circumstances?,"Section 32(3) uses shall, so these regulations are contemplated rather than optional. When they arrive they may prohibit transfers you are currently making.","Add section 32(3) regulations to the regulatory monitoring list. When made, assess every entry in the transfer inventory against them.","A regulatory monitoring record covering section 32(3), with an assessment of the transfer inventory against any regulations in force.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data outside Tanzania?,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Regulatory Change Log | Transfer Inventory | Legal Assessment Note,MODERATE,ANNUAL,CROSS_BORDER_TRANSFER,MEDIUM,"DataGuard default risk classification: Medium. The obligation is contingent on regulations, but a prohibited transfer that continues unnoticed is a serious contravention.",Add section 32(3) and section 64(2)(k) to the regulatory monitoring list.,Monitor for regulations prohibiting categories of transborder transfer,MEDIUM,ACTIVE,1.0.0,ACT_EXPLICIT,REGULATORY_DETAIL_PENDING,REGULATORY_DETAIL_PENDING. The Act does not itself specify any prohibited category. DataGuard must not pre-populate one.
PDPA-032-004,Personal Data Protection Act,2022,V,Transborder Data Flow,32,Transfer of personal data to state without adequate data protection,32(4),(a)-(f),Section 32(4)(a)-(f),"A transfer to a country outside the United Republic or to a country without an adequate level of protection may take place where the data subject has consented to the proposed transfer; the transfer is necessary for the performance of a contract between the data subject and the controller or for pre-contractual measures taken at the data subject request; the transfer is necessary for the conclusion or performance of a contract between the controller and a third party in the interest of the data subject; the transfer is necessary or legally required on public interest grounds or for the institution, trial or defence of legal claims; the transfer is necessary to protect the legitimate interests of the data subject; or the transfer is made in accordance with the law and is intended to provide information to the public and is open for consultation.",REQ-032-4,Documented reliance on a section 32(4) transfer derogation,"Where a transfer relies on a derogation, the specific limb of section 32(4) is identified, justified and recorded before the transfer.","Where you transfer data to a country without adequate protection, have you recorded which specific legal exception allows it?",The derogations are specific and mostly narrow. Recording which one applies is what distinguishes a considered decision from an unexamined transfer.,"Record the limb, the justification, the approver and the date for each transfer relying on a derogation. Where consent is relied on, hold the consent record and confirm it covers the proposed transfer specifically.","A derogation register with limb, justification, approver and date for every transfer relying on section 32(4).",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you transfer personal data to a country that does not have an adequate level of protection?,CONTROLLER,REQUIRED_BY_ACT,Transfer Derogation Register | Consent Record | Contract | Legal Assessment Note,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,HIGH,"DataGuard default risk classification: High. A transfer to an inadequate destination with no recorded derogation has no lawful basis, and the derogations cannot be reconstructed retrospectively with any credibility.","Create the derogation register, assess each existing transfer to an inadequate destination, and suspend any transfer with no available limb.",Record the section 32(4) derogation relied on for each transfer,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-032-005,Personal Data Protection Act,2022,V,Transborder Data Flow,32,Transfer of personal data to state without adequate data protection,32(5),,Section 32(5),"The Commission may authorise a transfer of personal data to a country which does not have an adequate level of protection if the data controller satisfies the Commission that there are adequate safeguards with respect to the protection of personal data, fundamental rights and freedoms of the data subject and the exercise of the data subject rights, and that such safeguards can be appropriated through adequate legal and security measures and contractual clauses in particular.",REQ-032-5,Commission authorisation on the basis of adequate safeguards,"Where a transfer to an inadequate destination proceeds on the basis of safeguards, the organisation has satisfied the Commission and holds the authorisation.","Where you rely on safeguards such as contract clauses to transfer data to a country without adequate protection, have you obtained the Commission authorisation?","On the wording of section 32(5) the safeguards route runs through the Commission. Putting contractual clauses in place is the evidence you present, not the authorisation itself.","Assemble the safeguards package - contractual clauses, security measures, and how data subject rights will be exercised - and apply to the Commission. Retain the authorisation and the conditions attached to it.","A Commission authorisation on file for each transfer relying on the safeguards route, with the safeguards package retained.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you rely on contractual clauses or other safeguards to transfer personal data to a country without adequate protection?,CONTROLLER,REQUIRED_BY_ACT,Commission Authorisation | Contractual Safeguards Package | Transfer Assessment | Security Measures Description,STRONG,ANNUAL,CROSS_BORDER_TRANSFER,CRITICAL,DataGuard default risk classification: Critical. Relying on safeguards without the Commission authorisation leaves an ongoing transfer to an inadequate destination with no lawful footing.,"Prepare the safeguards package and apply to the Commission, or move the transfer onto a section 32(4) derogation, or suspend it.",Obtain Commission authorisation for safeguards-based transfers,CRITICAL,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"OPEN_QUESTION: the Act does not prescribe the application procedure, the form of the safeguards, or the time within which the Commission must decide. It also does not publish approved standard contractual clauses."
PDPA-033-001,Personal Data Protection Act,2022,VI,Rights of Data Subjects,33,Right of access to personal data,33(1),(a),Section 33(1)(a),A data subject shall be entitled to be informed by any data controller whether his personal data are being processed by or on behalf of that data controller.,REQ-033-1A,Right of access - confirmation of processing,"On request, the organisation can confirm to an individual whether it processes their personal data, including processing carried out on its behalf.","If someone asks whether you hold or use their personal data, can you find out and tell them - including data held by your suppliers on your behalf?","This is the first step of the access right. Answering it requires being able to search across your systems and your processors, which many organisations cannot do quickly.","Define the request intake channel, identity verification, and the systems and processors to be searched. Keep a request log. Test the search end to end at least annually.","A documented access request procedure with a search map covering all systems and processors, and a request log.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER,REQUIRED_BY_ACT,Data Subject Rights Procedure | Rights Request Log | System Search Map | Processor Agreement,STRONG,QUARTERLY,DATA_SUBJECT_RIGHTS,HIGH,DataGuard default risk classification: High. Access is the most frequently exercised right and the most common subject of complaints to a regulator.,"Write the access procedure, map where personal data lives, and rehearse a request end to end.",Implement a data subject access request procedure,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"OPEN_QUESTION: the Act does not prescribe a response time, a form of request, or any fee for access requests under section 33."
